smoothness,length
bad,92.12972604181132
excellent,1.0335938837865646
good,418.42673476542
horrible,470.02297509184405
impassable,4.041216876810768
intermediate,390.7093431185395
very_bad,171.90760612263523
very_horrible,527.4470616948706
