surface,length
JOG,125.86038051445178
Terre,8.272192703354179
Terre_battue,1.1962605312207628
Unpaved,0.7431772753734499
asphalt,3937.4869207939278
brick,0.07187295219699824
clay,17.022823195773586
compacted,9383.73533271842
concrete,6.057952774202032
concrete:lanes,0.9036326864614975
concrete:plates,0.6239083230053186
d,1.0843536245408472
d2,0.10972473940488651
d7,0.12193666146831282
dd,1.5069270774313768
dirt,10424.10091789534
dirt/sand,0.768441847022209
dirt_sand,1.541406965638211
earth,6.456108532699582
fine_gravel,4.286723844576171
grass,88.74123662088539
gravel,424.0054995335184
ground,2844.083436594134
metal,0.06915230586635322
mud,10.569039640814115
paved,836.4876898958859
paving_stones,0.5456748706101009
sand,114.35386400396007
soil,9.170736620701138
terre_batue,0.4253368872316505
unpaved,58751.56509216538
"unpaved,_Dirt_Path",0.20058433226642355
"unpaved,_dirt_path",0.11783628015501808
unpaved.,2.8659282448804104
unpaved12,0.3955490681572226
unpaved2,1.791204122621126
unpaved3,4.603392670636322
unpaved33,0.6995573022851946
unpaved333,0.10103264039324977
unpaved_dirt,17.629047943902968
unpavedw,0.6447933059913126
unsurfaced,0.3864369917901936
wood,0.838278699592077
wood:lanes,0.08784643774552549
