tracktype,length
Path,21.24917681861896
Road,0.43948149979091994
grade1,733.6271921114733
grade2,615.3233959822535
grade3,2429.7283211977324
grade4,739.3457193798331
grade5,1153.152892284777
path,3.907663025441141
residential,0.007994778832777953
