surface,length
Bitumee,6.114889278771154
Non Bitume,14.973932086475129
Non Bitumee,15.00907189515823
Unpaved_(laterite),4.289480190108165
asp,4.142130291213851
asphalt,7404.514253344285
asphalt; unpaved,0.6014324938963977
bing,0.10357605745519617
bodem,0.21488679399448837
clay,182.95547692714104
clay;rock,16.486313369114917
cobblestone,1.3166042355906677
compacted,58.39449773385776
concrete,1.2951585706471456
dirt,3338.3928546257357
dirt/sand,34.29473087621493
earth,51.72980578623878
gps,10.672006891644951
grass,5.203642045832348
gravel,28.142183243117348
ground,35062.54219768002
ground;laterite,17.10275696204413
grounf,0.6914312951319597
karral,285.5158640898551
laterite,2729.8320655583507
metal,0.6715960549030706
mud,51.38037576019574
paved,3409.025220861942
paved;ground,0.5460015249516567
paving_stones,0.38023817867149545
pebblestone,1.662575756807792
pozzolan,18.74723392806195
residential,0.07416382490599027
rock,2.1551728127900396
sand,372.7140643755232
terre_battue,0.1248436869356524
unpaved,42055.316077609255
unpaved3,8.338387165979627
unpaved; paved,1.6813878756475953
wood,3.000198069287755
