tracktype,length
Route Mansala Kobarounto,39.983076912153166
grade1,71.80785599994081
grade2,631.3097427773631
grade3,1248.3122653772334
grade4,2868.019446920962
grade5,1775.0422302282882
piste,0.9555237124302309
piste rurale,20.043970458110696
