surface,length
a*,1.155312225111246
asphalt,19398.63733072744
asphalt_paved,0.21432092208296144
clay,0.2761174457300973
cobblestone,60.127342143943885
compacted,43.13518898680994
concrete,29.68418862456658
concrete:lanes,0.15699707644377006
concrete:plates,0.4149318423520115
dirt,503.4968471955088
earth,38.227255586356385
grass,54.34748020391424
grass_and_dirt,0.08629230041975616
grass_paver,0.09939559009655999
gravel,146.6384794170064
gravel_dirt_grass,0.020813679681947774
ground,2998.2877820734498
intermediate,0.16229575724150144
mainly_paved,0.40100339624378956
metal,1.9240351440857615
mud,24.88151571175942
no,0.04112958259272663
paved,900.8031451299494
paving_stones,4.649107855739619
pebblestone,0.02342895366085951
sand,475.6682161371059
sett,18.443889448853895
terre,8.84419503900537
track,0.2278941443912526
uhhhh,4.89623538337289
undefined,28.016839536103188
unpaved,27244.401424249754
unpaved23,1.0340561065147535
unpaved3,7.7539727244636225
unpaved33,4.239961777206394
wood,5.367798098579138
