smoothness,length
bad,203.20216264988284
bon,82.46066316094937
excellent,17.173954084650585
good,59.02520153906104
horrible,121.9457652223976
impassable,8.577623257987794
intermediate,10.063210244644667
mauvais,8.809750878242763
moyen,40.47107863363069
usé,2.3031611270036305
very_bad,481.20543711060884
