tracktype,length
Road,1.5757558729611287
grade1,133.69696317546237
grade2,512.5639835378443
grade3,196.36773073853664
grade4,117.11974693729846
grade5,46.15972701424084
road,2.6374505896122784
track,3.4135860199802748
track joining residential areas,0.7498093814330553
track path,0.381901512567046
trackpath,2.1054949986912836
tracks joining residential areas,0.2352312885210653
yes,1.71000599129372
µ,1.5698358960273935
