smoothness,length
bad,58.85107090250788
excellent,1.8494562736571079
good,8.928448368840328
horrible,2.2006881986139812
impassable,9.073955614948384
intermediate,18.638780785876747
very_bad,49.46858105303635
very_good,21.351300037113205
very_horrible,2.399891257042811
