smoothness,length
5,0.5065887388119312
bad,68.13050733042967
excellent,119.76385081879332
good,54.726017557294846
horrible,30.478792870326387
impassable,2.7980647435274486
intermediate,55.90689928145683
null,0.2970473685057366
ok,66.82907113386915
poor,51.26573647388431
rough,29.230470660643178
very poor,8.469376012445633
very_bad,107.37467270082114
very_horrible,4.640277712208165
