tracktype,length
grade,1.35662666588378
grade1,30.84738205743106
grade2,3202.3688117140377
grade3,4925.210610528433
grade4,973.9072240485347
grade5,344.845718528569
non,0.21921494012527415
piste,4.243798579743905
