surface,length
asphalt,707.7767636386181
"asphalt,_pavet",3.4976939423337146
clay,1.2762943549182901
cobblestone,10.22876619013477
compacted,13.723373062146184
concrete,33.45177748114534
dirt,987.8099262360452
earth,1.6621945482595792
fine_gravel,1.1843649549338484
grass,0.8449847520870226
gravel,619.8759488717031
ground,831.5309022187847
mud,0.886816612423843
paved,1232.3025294146573
paving_stones,3.527561075960614
paving_stones:30,0.42823147630390207
sand,1.778913653233506
unpaved,4439.304975703559
