surface,length
2,5.413827748886754
3,0.07341411367278414
Graded Soil,2.5013928293120102
Grass,0.08068356092110841
Paved,0.46357660780554905
Soil graded,2.974149175322259
Tarmac,0.4190564977652882
Unpaved,0.6236898577354781
`,0.11315096733012686
asphalt,3140.3450627969273
asphalt_no_1,0.08670571762588804
assumed_unpaved,1.1615912459678783
black_cotton_soil_type,2.411410109248583
bricks,0.5095357099507936
cabroworks,0.24208219395537844
clay,0.5191157252573797
cobblestone,4.604605620662572
compacted,235.0894202983044
concrete,22.04161235069033
concrete_blocks,0.6256354422024701
dirt,3511.3542535444617
dirt/sand,288.64933765497676
dirt/unpaved,3.0568178622051123
dirt;ground,4.8747003862107245
dust,10.153497823187491
earth,107.08225601647831
fine_gravel,9.804054198059344
grade2,0.1223728921965508
grass,6.7578091654020245
grass_paver,1.7000101248801711
gravel,2356.116954060275
ground,8971.193723109389
ground;dirt,73.40198243931171
ground;dirt/sand,1.2010431010911675
mud,21.94903596906236
murram,49.3903356170727
paved,1933.455586539358
paving_stones,11.582540990447319
pebblestone,6.469658953335821
rock,0.04224413025052786
sand,3111.6702970864935
tarmac,6.8143872986933784
tarred,0.4042207500555217
under construction,8.979865430079283
unpaved,43356.244485826355
unpaved/_Dirt,0.8331246079749176
unpaved2,0.5511400439917046
unpaved3,15.231503284601692
unpaved33,2.363958759877746
unpaved333,1.4370260974448754
unpaved3433,0.3150286081443425
unpaved;dirt,39.280138424963546
unpaved;dirt/sand,0.40429224149473514
unpavedsss,0.7045448801092203
unpavedw,3.504107568823635
unpavedww,4.459155671212646
unpavedx,0.6563495208754755
unspecified,0.1366302573433742
wood,1.1240948484803477
