surface,length
1,0.003999682553150245
asphalt,17387.91134345874
cobblestone,1.3331906852115258
compacted,770.3548491254894
concrete,9.473115197270568
concrete:plates,4.071992346101364
d-,0.9002128175334303
dirt,233.99675046021488
dirt--,1.0179795996317598
dirt/sand,10.898503084672459
earth,0.2782555774468978
fine_gravel,1.4900689976503751
grass,7.977817379398341
gravel,251.24463654500693
ground,6165.262113227453
ground; sand,0.5688676568843242
metal,0.3643685792275477
paved,4106.980506207187
pavedw,0.3284783050827858
paving_stones,22.65752035879406
rock,14.900252445102144
rocks,10.389149689592115
"rocks,_sand",1.373313779065763
rocky,0.030769905896120678
sand,2183.17046461499
scree,13.91447440370756
soil,4.417094080907408
stony,0.9357922388428549
unpaved,2017.8896912870316
unpaved2,0.10003782609903544
wood,0.10081474392092264
yes,10.664705973644821
