surface,length
Bois,0.05264807695026419
Laterite,1.5147828045527036
asphalt,4086.9220736842726
asphalt;dirt,9.739266408474423
concrete,0.6783935119487056
dirt,120.66516094726136
earth,3.0242858879449797
grass,3.3865128783671405
gravel,45.62876327943924
ground,284.68727472960217
laterite,14.160581893414001
paved,269.72311453895213
paving_stones,1.8843057256856754
sand,7.431581576352031
unpaved,14860.359478303157
