surface,length
3,0.5220502228254065
S,8.219271069850612
asphalt,3005.067668687578
compacted,51.79253330403604
concrete,67.53183009563435
dirt,529.1382448703425
dirt/sand,5.541235595879854
earth,9.803073787485138
grass,10.089852537089893
gravel,275.0272193778137
ground,1265.098433768425
land,0.6446292277752546
mud,4.308015512392889
n,1.7475465258882321
paved,796.4187219645223
paving_stones,16.711840085752797
pebblestone,6.616173093353321
sand,3079.918209722373
terre,0.4381122569336929
un,39.91443328881144
unapaved,0.08107570310608495
unpaved,34283.55368736104
unpaved1,1.3763763361339412
unpaved12,0.5397932246519812
unpaved2,16.812920578283475
unpaved22,1.527505477294567
unpaved2222,0.36269078587912823
unpaved3,2.9745326605443987
unpaved32,0.27752167513085385
unpavedw,1.075853156110551
yun,10.483893713188595
