tracktype,length
',0.8751940138771561
1,0.01163603248680916
grade1,300.7347005178832
grade2,581.4182167489436
grade3,1179.7820072480877
grade4,2016.9684386233644
grade5,3669.387613549965
type4,7.247007820514982
