surface,length
asphalt,362.2019421405708
compacted,117.88886388125862
dirt,17.0703917465254
gravel,24.805036759146596
ground,64.06567045252794
paved,13.197527010778915
riverbed,9.077928962690716
sand,915.203394755639
unpaved,440.91407513140285
