surface,length
BETON,0.1042748597968335
N1,0.5597859648305789
RN_50,0.08003217794592717
asphal;sand,252.38114207366155
asphalt,57330.98859721455
"asphalt,sand",1.4379185269813135
asphalt; unpaved,60.307022400718274
asphalt;compacted,2.1529216651617373
asphalt;sand,5596.762251517226
asphalt;sand;compacted,12.714826863261917
asphalt;unpaved,23.692934812082328
béton,0.9847900066908671
cobblestone,0.34589177993313486
compacted,2960.946092877478
compacted;asphalt,0.25837604602786296
concrete,43.09984187270981
concrete:lanes,8.235616286012387
concrete:plates,0.022851516474361556
dirt,2578.7524326990415
dirt/sand,31.100318188199825
earth,303.6685871714204
fine_gravel,45.04372141570879
goudron,0.14306852864148167
grass,0.607172686901071
grass_paver,0.40275753745101445
gravel,387.07734316909944
ground,4106.9221318542695
metal,0.1963296761067213
mud,0.41004675680983005
paved,1627.414384962809
paved;sand,93.1444913823874
paved;sand;unpaved,353.9194505826918
paving_stones,10.300804310948228
paving_stones:30,0.46302331362927773
pebblestone,0.9224698122804064
sand,4720.606968946301
sand; asphalt,238.02808971311077
sand;asphalt,0.45654205836506534
sett,0.29037957382270724
terre,2.819820572695196
unpaved,5234.617020200143
unpaved;ground,242.90972549449967
unpaved;sand,228.9769824657648
unpavedw,0.38454699537360876
wood,0.02335292826560055
طريق_وطني_16,0.9300869003569148
