,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
rest_area,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,0.081,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407
raceway,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.566,13.587,13.587,13.587,13.587,13.587,13.587,13.59,13.59,13.59,14.614
services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
Minor/unclassified road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.801,10.401,10.401,10.401,10.401,10.401,10.401,10.401
bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.017,0.017,0.017,0.017
<différent>T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364
P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.598
T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72
canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036
proposed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.935
unclasified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541
