,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
motorway_link,,,,,,,,0.42,0.787,2.841,3.896,3.836,3.87,5.118,262.503,276.933,277.929,288.474,275.435,263.64,263.64,263.662,263.64,263.688,257.217,257.217,257.217,257.217,257.217,257.217,257.217,257.614,257.614,265.241,276.129,283.787,275.4,275.827
secondary_link,,,,,,,,7.29,7.452,11.377,9.672,11.143,16.04,16.738,17.256,31.366,31.37,17.086,21.878,19.095,19.039,18.799,18.799,17.023,12.945,12.945,14.333,15.589,12.947,8.569,8.568,9.849,9.775,10.439,14.378,16.171,25.071,25.144
steps,,,,,,,,22.962,22.962,23.085,23.801,23.801,23.927,23.927,25.164,25.928,26.531,26.531,26.601,26.761,26.761,26.761,27.202,27.228,27.499,27.535,27.594,27.637,27.046,27.108,27.108,27.28,27.28,30.421,30.699,30.709,30.633,30.633
cycleway,,,,,,,,,0.236,0.287,0.287,0.932,1.122,1.122,1.122,2.409,2.226,1.904,1.904,2.77,2.77,2.77,2.77,1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904,2.064,2.064,2.064,2.064,2.064,2.227
bridleway,,,,,,,,,,0.488,0.657,0.657,0.657,0.657,8.858,13.024,13.024,13.024,13.024,13.418,13.418,13.418,13.418,13.419,13.419,13.419,13.419,13.419,13.419,13.419,13.419,13.419,13.419,13.419,13.419,13.419,13.419,13.419
pedestrian,,,,,,,,,,0.263,0.862,0.862,0.862,0.862,9.654,10.212,11.683,11.683,11.752,12.295,12.293,12.293,3.86,3.86,4.978,6.619,5.659,9.32,8.352,11.664,14.751,16.608,16.608,16.617,16.671,17.956,17.976,17.976
primary;unclassified,,,,,,,,,,1.343,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
tertiary_link,,,,,,,,,,0.568,0.659,1.36,9.262,10.0,10.089,112.372,107.124,105.813,76.648,72.533,72.479,67.28,47.334,47.412,51.483,51.489,40.481,40.446,25.198,21.114,12.778,18.718,26.221,19.436,20.493,21.066,20.103,20.117
raceway,,,,,,,,,,,,,18.261,19.563,20.033,21.177,22.3,22.3,22.3,22.3,22.396,22.396,22.396,23.884,23.884,23.884,23.884,23.884,23.884,28.03,28.03,28.03,28.03,32.164,32.164,32.729,36.283,38.684
Bing,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,
avenida do aeroporto,,,,,,,,,,,,,,,,1.187,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091,1.091
emergency_access_point,,,,,,,,,,,,,,,,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123
estrada da bibala,,,,,,,,,,,,,,,,4.694,4.694,4.694,4.694,4.694,4.694,4.694,4.694,,,,,,,,,,,,,,,
ford,,,,,,,,,,,,,,,,,,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,,,,,,,,,,,
rest_area,,,,,,,,,,,,,,,,,,,,,,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493
services,,,,,,,,,,,,,,,,,,,,,,,0.184,0.184,0.184,0.184,0.327,0.705,0.927,1.126,1.126,1.126,1.126,1.126,1.126,2.245,2.245,2.245
traffic_calming,,,,,,,,,,,,,,,,,,,,,,,,0.088,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136
residential;unclassified,,,,,,,,,,,,,,,,,,,,,,,,,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322
traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,0.093,0.093,0.093,0.093,0.093,0.093,,,,,,
corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.705,0.705,0.705,0.705,0.705,0.705,0.705
