,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
bridleway,,,,,,,,,,,,,,,60.689,30.571,30.571,30.571,30.571,30.571,30.571,30.571,30.626,30.626,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.18,0.18,0.18,0.18,0.18,1.425
motorway,,,,,,,,,,,,,,,1.416,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.9,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.741
bus_stop,,,,,,,,,,,,,,,,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021
yes,,,,,,,,,,,,,,,,0.171,0.171,0.171,0.171,,,,,,,,,,,,0.232,,,,,,,
construction,,,,,,,,,,,,,,,,,18.117,3.935,3.935,3.935,110.612,128.318,149.625,146.422,146.506,149.716,148.455,151.836,149.188,145.818,145.818,145.818,156.366,156.366,141.236,140.258,161.351,161.778
tertiary;residential,,,,,,,,,,,,,,,,,,,,,1.328,,,,,,,,,,,,,,,,,
residentiel,,,,,,,,,,,,,,,,,,,,,,0.177,,,,,,,,,,,,,,,,
driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126,0.126,0.126,0.126,,,,,,,
residental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.061,5.061,0.931,0.931,0.931,0.931
raceway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.159,4.159,4.159
platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367,0.367
services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1
no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.039
