,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
trunk,302.429,309.259,309.154,309.192,316.585,300.809,305.202,304.991,304.991,307.958,365.965,367.871,372.212,296.351,293.947,2595.864,2596.166,2286.341,2286.4,6708.065,6884.048,7190.348,7191.309,7174.246,7255.65,7393.835,7397.507,7379.879,7422.651,7432.367,7360.809,7400.703,7378.99,7745.492,7883.102,7878.498,7920.376,7967.127
trunk_link,3.59,3.625,3.861,3.861,3.861,4.118,4.488,4.488,4.488,7.673,9.284,9.284,11.212,17.79,19.193,19.445,19.445,19.446,19.446,19.7,20.901,20.929,20.929,21.01,20.64,16.785,17.582,10.545,10.545,10.545,31.003,30.026,29.246,16.922,18.597,16.936,16.936,17.079
unclassified,5729.492,5806.571,5829.231,5858.263,5986.878,6020.955,6455.632,6479.902,6503.187,6551.355,6817.563,9678.207,11813.239,12967.031,14113.426,14454.115,14380.958,14779.695,15433.092,16292.288,16642.574,17184.082,17896.953,18174.98,23930.387,26448.158,28357.389,31868.847,35083.023,38859.106,62974.875,73190.086,81289.18,87213.022,92935.395,102416.155,104409.825,105628.556
rest_area,,,,,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175
tracktype,,,,,,14.012,14.012,14.012,14.012,14.012,18.122,,,,,,,,,,,,,,,,,,,,,,,,,,,
cycleway,,,,,,,2.161,2.161,2.161,2.161,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.397,17.403
tertiary_link,,,,,,,1.412,1.412,1.412,1.412,39.822,23.707,25.254,25.426,45.085,45.083,45.083,45.236,45.236,55.137,55.321,65.952,68.349,68.349,33.586,73.051,72.988,74.549,74.694,74.694,72.749,65.065,90.856,71.389,46.053,13.008,7.924,7.924
bridleway,,,,,,,,8.643,8.643,8.643,9.492,12.299,12.299,12.629,12.629,12.629,12.728,12.728,12.728,12.728,12.728,12.728,12.728,12.73,8.629,8.629,8.629,8.629,0.151,0.151,0.151,0.151,13.293,15.373,15.728,15.728,15.728,11.537
living_street,,,,,,,,,,0.739,10.48,12.106,12.664,52.677,19.627,19.627,19.632,19.68,19.612,19.612,19.612,19.612,19.612,19.614,19.557,19.557,19.557,20.244,1.73,1.73,1.73,2.885,13.697,13.799,13.697,13.697,13.697,13.805
footpath,,,,,,,,,,,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365
trak,,,,,,,,,,,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,
crossing,,,,,,,,,,,,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94
platform,,,,,,,,,,,,1.691,1.691,1.691,1.691,1.691,1.691,1.691,1.691,3.097,3.097,3.097,3.097,3.097,3.097,3.097,3.097,3.097,3.097,3.085,3.085,3.085,3.085,3.085,3.085,3.085,3.085,3.085
motorway_link,,,,,,,,,,,,,,,,,,0.105,0.105,33.998,33.893,33.893,33.894,33.894,29.681,28.519,28.519,28.519,28.519,28.519,29.754,29.754,35.256,38.193,39.121,40.924,40.924,40.916
yes,,,,,,,,,,,,,,,,,,,19.014,,,,,,,,,,,,,,,,,,,
stop,,,,,,,,,,,,,,,,,,,,,,,6.901,,,,,,,,,,,,,,,
bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.99
unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.771,,,
Chemin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093
