,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
tertiary_link,,,,,,,,,,,5.08,3.254,3.254,3.078,3.078,14.526,14.671,14.671,14.469,14.469,14.768,14.768,14.768,15.019,3.956,4.531,4.517,5.31,5.31,5.432,5.432,5.432,5.378,5.122,4.795,6.679,6.649,6.649
construction,,,,,,,,,,,,0.675,0.675,0.675,0.675,0.675,4.128,9.405,9.405,9.405,9.405,9.405,22.247,22.247,22.247,22.247,22.247,22.247,22.582,22.582,22.582,22.582,22.582,22.582,22.582,21.907,2.47,2.47
disused,,,,,,,,,,,,1.897,1.897,1.897,1.897,1.897,1.897,1.897,1.897,1.897,1.897,1.897,1.897,1.897,,,,,,,,,,,,,,
motorway_link,,,,,,,,,,,,,,0.39,0.392,0.392,0.392,0.392,0.392,,,,,,,,,,,,,,,,,,,
alley,,,,,,,,,,,,,,,,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,,,,,,,,,,,,,,,
bridleway,,,,,,,,,,,,,,,,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,,,
residential;unclassified,,,,,,,,,,,,,,,,1.762,1.762,1.762,1.762,1.762,,,,,,,,,,,,,,,,,,
proposed,,,,,,,,,,,,,,,,,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.537,2.51,2.51,2.51
rest_area,,,,,,,,,,,,,,,,,,,,,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633
raceway,,,,,,,,,,,,,,,,,,,,,,0.229,0.229,,,,,,,,,,,,,,,
