,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
unclassifed,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664
unclassified,2166.835,2392.206,2394.686,2396.455,2933.792,3773.08,4065.053,3920.887,3866.77,3945.982,4274.222,4484.013,6701.214,7370.298,8081.785,8399.709,8971.703,9062.185,9622.652,10139.395,10557.034,10876.041,11046.81,11360.124,11755.416,11780.227,11944.802,12016.763,12096.569,12159.714,12412.565,12890.26,13369.045,14280.269,17740.531,18249.688,18288.24,18373.412
undefined,0.695,0.695,2.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unsurfaced,0.992,0.992,0.992,0.992,0.997,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186
steps,,0.046,0.046,0.046,0.137,0.952,1.045,1.367,1.493,3.575,3.719,4.631,6.784,7.14,7.349,7.448,7.523,7.542,7.597,7.691,7.691,7.805,7.878,7.892,7.892,7.892,7.892,8.096,8.096,8.114,8.15,8.15,8.144,8.144,8.421,12.131,12.476,12.477
construction,,,,,0.367,6.377,20.363,105.366,99.469,116.239,304.539,296.907,577.664,720.35,720.876,744.418,753.86,793.24,803.666,825.539,774.656,768.953,767.192,803.098,803.098,1236.565,1238.603,1252.702,1192.077,1229.657,1072.071,1070.445,1158.536,1034.497,1033.685,917.132,916.894,920.98
rest_area,,,,,1.139,2.286,3.435,3.435,3.435,3.991,3.991,3.991,3.991,3.995,3.995,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445,4.445
secondary_link,,,,,0.803,0.803,1.627,7.342,8.213,1.819,6.054,10.744,13.419,12.243,12.251,12.251,12.739,13.062,13.117,13.221,11.612,11.703,12.452,12.632,12.918,13.038,15.043,14.613,14.613,14.802,14.227,16.518,17.231,17.312,18.695,17.665,17.615,17.712
incline_steep,,,,,,0.127,0.127,0.127,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
platform,,,,,,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635
services,,,,,,4.156,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.803,5.803,5.803,5.803,5.803,5.803
ford,,,,,,,0.171,0.909,0.909,0.909,0.909,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.653,0.653,0.653,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628
raceway,,,,,,,,0.651,0.651,0.651,0.651,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06
tertiary_link,,,,,,,,0.491,0.864,0.864,5.499,15.192,12.751,13.045,14.382,14.382,14.635,5.988,6.149,11.764,6.451,6.464,7.617,8.05,8.2,8.281,8.281,7.128,7.128,7.178,7.445,7.91,9.148,9.148,9.319,9.319,9.701,9.701
closed:trunk,,,,,,,,,1.779,1.779,1.785,1.785,,,,,,,,,,,,,,,,,,,,,,,,,,
bridleway,,,,,,,,,,5.412,5.738,5.738,6.29,7.245,7.245,7.245,7.245,19.403,19.403,19.403,19.403,19.258,19.258,19.258,19.258,19.258,19.258,19.258,19.258,19.258,19.258,21.054,21.054,21.054,21.054,21.054,21.054,21.054
truck,,,,,,,,,,,,,0.628,,,,,,,,,,,,,,,,,,,,,,,,,
emergency_access_point,,,,,,,,,,,,,,,,,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097
bus_guideway,,,,,,,,,,,,,,,,,,,,,,,,,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496
bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.731,0.731
corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.297,1.297,1.297,1.297,1.297,1.297,1.297
closed:motorway_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.42,0.42,0.42,0.42
proposed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.665,10.057,10.057,10.057,10.057
yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615,,
بلدية النور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,0.051
