,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
bus_stop,,,,,,,,,,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.376,0.376,0.376,0.376,0.376
platform,,,,,,,,,,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.302,0.302,0.302,0.302
ford,,,,,,,,,,,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116
motorway,,,,,,,,,,,0.878,,0.524,0.718,0.524,0.524,0.524,0.703,1.37,1.37,1.37,1.624,2.175,6.12,35.533,11.534,12.03,20.1,33.254,34.61,77.689,105.913,112.543,131.225,106.824,108.597,114.238,119.803
secondary_link,,,,,,,,,,,1.47,1.47,1.818,2.896,8.897,6.049,6.332,6.332,6.332,7.478,7.95,8.81,6.792,4.157,8.797,8.756,8.756,8.756,8.756,8.655,8.736,9.908,10.387,10.498,10.681,10.961,11.085,20.046
tertiary_link,,,,,,,,,,,3.17,7.808,10.908,35.202,43.744,43.921,43.921,43.921,58.108,34.712,34.811,34.066,40.762,36.309,39.58,37.766,37.766,37.766,54.14,53.798,54.491,63.789,62.622,64.905,63.937,61.232,69.74,65.637
emergency_access_point,,,,,,,,,,,,0.024,0.024,0.024,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091
residential;track,,,,,,,,,,,,2.156,2.156,,,,,,,,,,,,,,,,,,,,,,,,,
turning_circle,,,,,,,,,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,,,,,,,,,,,,,,,
commercial,,,,,,,,,,,,,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188
yes,,,,,,,,,,,,,0.559,0.559,0.559,0.559,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,5.405,0.912,0.912,0.912,0.912,0.912,0.89,1.136,5.08,1.136,1.136,1.136,1.136
cycleway,,,,,,,,,,,,,,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,2.732,3.121,1.65,1.65,1.655,1.655
trunk_link,,,,,,,,,,,,,,,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,1.634,3.67,2.82,2.82,2.82,2.82,2.82,2.82,2.829,2.829,2.829,4.116,4.375,4.375,6.637,6.651
