,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
unknown,,,,,,,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.034,0.034,0.034,0.034,,,,,,,,,,,,,,,,,,
residental,,,,,,,,,,,7.122,,,,,,,,,,,,,,,,,,,,,,,,,,,
services,,,,,,,,,,,,,,0.153,0.153,0.153,0.153,0.153,0.153,0.153,,,,,,,,,,,,,,,,,,
via_ferrata,,,,,,,,,,,,,,,,,,,,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581
primary;secondary,,,,,,,,,,,,,,,,,,,,,,8.266,8.266,8.266,8.266,8.266,8.266,8.266,8.266,8.266,8.266,8.266,8.266,8.266,8.266,8.266,8.266,8.266
rest_area,,,,,,,,,,,,,,,,,,,,,,,0.379,1.111,1.111,1.111,1.111,1.111,1.111,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201
wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.029,0.029,0.029,0.029,0.029
proposed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147,0.147,0.147,0.147,0.147
virtual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.263,1.263,1.263,1.263,1.263
bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193,,
corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.004,0.004
*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093
