,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
services,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204,,,,,,,,,,,
Highway Tag Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.696,1.696,1.696,1.696,1.696,1.696,1.696,1.696,1.696,1.696
T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49,,,,,,,,,
disused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.836,0.836,0.836,0.836,0.836,0.836,0.836
motorway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.979,1.332,1.332,1.332,1.332
motorway_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,,,,
yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,0.093,0.144,0.206,0.206
trach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.134,,,
paf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.464
piste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224
