,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
living_street,,,,0.304,39.579,109.65,140.124,192.886,307.25,322.485,363.264,406.932,436.152,523.633,515.148,560.485,557.158,548.82,549.118,541.076,611.689,613.601,621.665,623.863,628.662,635.129,674.829,680.34,694.723,696.161,698.701,710.803,661.062,761.543,1268.496,1273.263,1275.888,1261.607
secondary_link,,,,,0.865,1.826,1.902,2.172,1.902,14.401,19.232,15.447,15.52,17.628,18.493,19.611,21.613,17.131,15.328,17.306,15.843,14.103,14.262,14.262,14.341,16.994,17.468,17.944,17.873,17.24,16.945,14.659,14.889,17.614,20.126,17.833,19.217,19.296
tertiary_link,,,,,0.681,1.547,2.124,2.615,3.106,6.643,9.785,42.37,59.311,58.076,58.206,56.445,56.137,31.225,147.082,104.654,102.428,40.826,40.606,40.872,39.154,41.579,42.0,41.834,39.61,41.606,41.642,42.269,42.956,43.222,49.194,49.223,49.713,50.258
traffic_signals,,,,,0.075,0.038,0.038,0.038,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
living_street; pedestrian; living_street,,,,,,,0.326,0.326,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
living_street; residential,,,,,,,0.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residential; living_street,,,,,,,1.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
secondary_link; secondary; tertiary,,,,,,,25.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
secondary_link; unclassified; residential,,,,,,,3.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unclassified; residential,,,,,,,84.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services,,,,,,,,7.841,7.841,7.841,7.841,7.841,7.841,7.841,7.841,7.841,7.841,7.841,14.073,14.073,14.073,14.073,14.073,14.073,14.133,14.827,16.322,16.322,16.322,48.309,48.31,47.616,48.02,48.02,53.269,53.269,53.269,53.269
motorway_junction,,,,,,,,,1.8,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313,1.313
bridleway,,,,,,,,,,,0.636,0.636,2.049,2.941,9.994,10.389,10.944,10.944,10.944,10.944,10.944,10.944,10.962,25.636,25.636,25.063,26.897,26.897,28.327,28.327,28.327,28.327,28.327,28.327,30.246,30.246,30.246,30.246
uncl#,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,
raceway,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.096,1.096,1.096,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659
mini_roundabout,,,,,,,,,,,,,,,,,,0.227,,,,,,,,,,,,,,,,,,,,
residential;primary,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,
yes,,,,,,,,,,,,,,,,,,,,3.141,3.141,3.141,3.141,3.141,2.896,2.896,2.896,2.896,2.896,2.896,2.896,2.896,2.896,2.896,2.896,2.896,2.896,2.896
escape,,,,,,,,,,,,,,,,,,,,,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031
proposed,,,,,,,,,,,,,,,,,,,,,264.226,264.226,264.226,264.073,264.073,748.393,867.432,2091.568,2091.713,2092.505,2092.505,2245.905,2541.59,2541.59,2277.206,2807.917,2838.237,2838.237
traffic_island,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
platform,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.132,0.132,0.132,0.132,0.132
planned,,,,,,,,,,,,,,,,,,,,,,,,,,3.051,3.051,3.051,3.051,3.051,3.051,3.051,3.051,3.051,3.051,3.051,3.051,3.051
rest_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.907,29.82,1.988,1.988,1.988,1.988,2.426,2.426,2.426,2.426,2.426
stop_line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
milestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.028,0.028,0.028,0.028,0.028
emergency_bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132,0.132,0.132,0.132,0.132
bus_guideway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.73,45.73,45.73,45.73
crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.014,0.014,0.014
residential_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,,,
